userId,movieId,ratting,timestamp,last,histHighRatedMovieIds,negHistMovieIds,gender,age,occupation,zipCode,title,genres,label
5,288,2,978246585,1.0,515|1715|506|377|1580|1921|1897|2427|551|2029,1927|940|2153|865|957|3219|1834|2602|3770|3843,M,25,20,55455,Natural Born Killers (1994),Action|Thriller,0
1627,288,3,974722400,1.0,589|480|3624|144|70|804|296|1573|3265|1218,2366|564|2689|3516|2743|1619|292|2365|2036|2909,M,18,17,91505,Natural Born Killers (1994),Action|Thriller,0
6,597,5,978239019,1.0,3074|3578|3753|3536|3408|3624|3565|3717|920|1569,191|1387|562|3874|1568|1047|1873|3588|1578|608,F,50,9,55117,Pretty Woman (1990),Comedy|Romance,1
4778,597,5,963026694,1.0,2236|1958|1461|2423|2794|2795|2431|1307|454|2803,1193|775|2838|3187|3473|2879|1534|3144|2160|1592,M,25,0,46227,Pretty Woman (1990),Comedy|Romance,1
5055,597,3,962487446,1.0,1265|902|920|1211|3199|497|3668|3284|3044|1946,2739|1815|3258|2396|2417|3799|3796|28|1947|15,F,35,16,97330,Pretty Woman (1990),Comedy|Romance,0
7,3107,3,978234898,1.0,733|474|1580|861|2353|380|1573|1722|3256|349,3681|3211|2455|163|2613|3039|2239|1678|1019|3285,M,35,1,06810,Backdraft (1991),Action|Drama,0
3042,3107,4,970252733,1.0,1317|597|508|514|365|2236|1693|24|500|377,3788|2131|480|3923|1826|1994|808|637|3787|3366,M,56,1,49042,Backdraft (1991),Action|Drama,1
8,3257,3,978247143,1.0,1836|266|230|1701|3528|105|1027|1274|1|741,1055|1930|2023|2835|2132|2570|1468|1832|2601|1032,M,25,12,11413,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,0
282,3257,2,976572019,1.0,1036|2762|47|1610|1625|1344|454|3256|1480|2803,2421|2002|462|2454|1857|608|1056|2427|3230|1078,M,25,17,94401,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,0
4252,3257,3,965308676,1.0,1717|165|1092|832|1518|839|2840|2719|1565|2389,199|2230|315|2902|2531|1636|370|1336|2245|266,F,35,3,28262,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,0
10,2252,5,980638688,1.0,2717|2498|1831|3593|275|3034|3447|595|1704|2693,1080|2516|1255|1723|2376|591|287|1340|253|2389,F,35,1,95370,Hero (1992),Comedy|Drama,1
11,3182,1,978909052,1.0,1777|1732|1753|663|2539|2683|333|216|88|2076,67|893|2538|1849|2513|3597|30|3483|2795|2530,F,25,1,04093,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary,0
1926,3182,4,976648851,1.0,2687|2137|1025|2139|1566|3745|3615|2033|2810|3746,101|3830|3167|1710|2891|923|2347|594|332|3728,F,1,0,95404,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary,1
3299,3182,5,974326655,1.0,1204|1333|2160|1035|1947|1572|3604|2857|3160|3007,582|1101|1174|276|44|3523|148|2109|512|1366,F,25,4,19119,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary,1
3425,3182,4,992802861,1.0,2746|1206|3201|3359|1234|3911|3481|3536|3098|3566,3599|355|1725|3548|2797|3873|2220|3218|1349|401,M,18,20,48135,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary,1
12,3362,3,978220273,1.0,3897|858|1221|919|1193|111|593|3658|2804|923,3037|2802|3255|2910|3241|3389|3365|513|2332|3773,M,25,12,32793,Dog Day Afternoon (1975),Comedy|Crime|Drama,0
865,3362,4,975281491,1.0,474|3307|2300|1234|1|1172|1265|1188|1244|1292,3354|81|3048|71|2423|25|1522|1642|3257|3650,M,35,1,91711,Dog Day Afternoon (1975),Comedy|Crime|Drama,1
2176,3362,5,1045790224,1.0,785|3081|2966|3181|2359|2165|319|1214|680|541,1319|1692|2924|3762|2331|2493|2352|1869|1804|3929,M,1,19,73505,Dog Day Afternoon (1975),Comedy|Crime|Drama,1
4521,3362,5,964838454,1.0,1635|1036|3504|1079|924|916|3105|1953|1964|3037,1665|656|391|2891|3623|1142|1327|322|341|3908,M,35,12,15202,Dog Day Afternoon (1975),Comedy|Crime|Drama,1
4821,3362,5,973541849,1.0,483|260|111|1193|2137|1968|1290|1222|3478|2144,3878|1399|1510|1333|2450|441|193|3287|2965|376,M,18,19,75080,Dog Day Afternoon (1975),Comedy|Crime|Drama,1
13,2822,3,978202577,1.0,590|1210|3479|1374|1127|480|2161|2370|2046|421,134|2024|3890|3388|1616|2415|2504|3856|3156|3553,M,45,1,93304,Medicine Man (1992),Adventure|Romance,0
14,1225,4,978201317,1.0,2997|3578|2686|2692|2762|3081|2396|296|1263|2731,365|3481|3602|3909|3746|980|1461|3369|3212|202,M,35,0,60126,Amadeus (1984),Drama,1
1410,1225,5,974765178,1.0,1320|2123|3701|1200|1927|1942|2971|149|2858|2896,2638|989|1572|1502|3227|591|937|257|1010|2423,M,50,7,94404,Amadeus (1984),Drama,1
3314,1225,3,977674488,1.0,2416|2472|2145|3555|3825|3840|3837|3838|3791|3882,1330|3805|1300|2667|2691|115|721|3040|3415|3938,M,25,7,06516,Amadeus (1984),Drama,0
3591,1225,4,978382081,1.0,924|3408|3753|1552|3173|3578|3717|1221|260|1196,1138|2266|1414|399|332|1224|2995|2405|569|425,M,35,6,96158,Amadeus (1984),Drama,1
4785,1225,5,1034396054,1.0,1727|3098|2870|555|2686|1198|2442|908|1580|3101,1722|2516|2627|229|784|3628|3499|3493|3489|1153,F,25,14,55104,Amadeus (1984),Drama,1
5936,1225,3,957214753,1.0,69|1136|1036|2791|34|1278|2959|1272|2871|1208,3905|2180|412|1608|2040|1110|785|1294|70|731,M,18,4,37130,Amadeus (1984),Drama,0
17,707,4,978161166,1.0,3156|2377|610|2021|2116|316|2311|2173|164|1617,2550|935|364|1130|1099|1007|1036|1392|3499|632,M,50,1,95350,Mulholland Falls (1996),Crime|Film-Noir|Thriller,1
1272,707,3,974824102,1.0,2018|364|588|2761|3213|2137|3034|2394|50|47,3809|1014|2732|3601|464|704|3266|3734|2963|220,M,18,20,49506,Mulholland Falls (1996),Crime|Film-Noir|Thriller,0
2982,707,3,970936948,1.0,1267|1617|2186|2987|3683|1179|541|1344|164|3706,1672|1624|1626|541|2872|1907|3746|2552|3658|3884,M,25,4,54902,Mulholland Falls (1996),Crime|Film-Noir|Thriller,0
4443,707,3,965096324,1.0,938|3545|899|2971|1282|922|930|1252|3364|2987,1449|760|1888|2369|1318|2322|2057|2216|3710|2445,M,56,2,91321,Mulholland Falls (1996),Crime|Film-Noir|Thriller,0
19,1234,5,994556636,1.0,589|2858|2836|1961|1148|1193|3948|223|1275|318,1901|2800|3304|3498|1412|1045|2412|3626|2209|1226,M,1,10,48073,"Sting, The (1973)",Comedy|Crime,1
244,1234,5,976804375,1.0,2352|2797|2100|3039|858|50|1221|910|296|1213,26|2215|2783|2186|2552|1218|3666|2269|2428|1870,M,50,7,19072,"Sting, The (1973)",Comedy|Crime,1
1364,1234,4,974769421,1.0,1189|363|2997|1288|2804|3114|910|2324|3504|1066,1668|1704|3895|2388|726|3162|3645|87|2143|3833,F,45,2,97214,"Sting, The (1973)",Comedy|Crime,1
2117,1234,5,974649306,1.0,947|1294|951|955|3088|1304|1269|1278|3035|1270,366|1082|1305|1346|3436|1123|1357|9|1394|1317,M,56,13,49307,"Sting, The (1973)",Comedy|Crime,1
3523,1234,5,966912158,1.0,1387|1358|2804|1136|1278|608|2762|1213|919|1304,927|2887|867|2970|335|678|2420|509|2812|3828,M,35,7,53404,"Sting, The (1973)",Comedy|Crime,1
3738,1234,5,966209809,1.0,3362|3543|3671|34|3088|3504|2716|1663|3396|1270,2904|2011|1725|3806|28|337|1240|400|3720|2584,M,45,7,01904-1355,"Sting, The (1973)",Comedy|Crime,1
3833,1234,5,1002809785,1.0,3327|2413|1304|3265|3435|911|900|1193|3159|1303,2632|139|1932|1525|1359|1116|580|72|3052|1539,M,25,1,68516,"Sting, The (1973)",Comedy|Crime,1
4293,1234,5,965272754,1.0,1235|111|1419|615|2238|1292|1387|3735|1136|3545,749|3246|1120|1337|50|1307|640|2015|3167|1439,F,45,9,55391,"Sting, The (1973)",Comedy|Crime,1
5034,1234,5,996342562,1.0,2396|318|919|1267|1299|3359|1307|912|908|1,1068|2695|3617|1595|2661|821|397|2175|2070|3265,F,25,15,62901,"Sting, The (1973)",Comedy|Crime,1
5924,1234,5,957292057,1.0,1690|2013|2094|434|3430|466|153|2616|1379|1136,3504|1420|1365|350|1073|2424|2255|1735|3482|2085,M,35,0,55417,"Sting, The (1973)",Comedy|Crime,1
20,1371,4,1009669227,1.0,2571|457|110|1923|2858|2641|3753|3527|1527|1240,2817|3259|994|2362|733|1641|1729|2786|708|2090,M,25,14,55113,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,1
2774,1371,4,973099179,1.0,3671|1073|1082|1125|2640|2779|3635|2991|3639|1380,3250|1474|1305|2947|3374|1831|165|2327|3199|3154,M,25,1,92103,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,1
4886,1371,3,962744036,1.0,1573|316|2528|329|3704|3032|2116|2311|2393|2105,656|669|1284|2793|3751|3516|3419|3942|301|242,F,35,17,92509,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,0
4899,1371,1,969321187,1.0,3016|1347|2003|3751|2871|1234|3396|1073|1387|2528,1630|2012|1254|1787|493|163|3881|1389|2438|2167,M,25,12,94402,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,0
21,2800,4,978139540,1.0,3704|1210|2700|3000|3745,711|947|1165|1957|1825,M,18,16,99353,Little Nemo: Adventures in Slumberland (1992),Animation|Children's,1
22,910,4,991149892,1.0,678|1198|1291|1884|2046|3527|2011|3698|1034|908,3902|1726|828|3869|1625|910|2912|229|1102|68,M,18,15,53706,Some Like It Hot (1959),Comedy|Crime,1
5331,910,4,1039438695,1.0,508|1094|1784|1101|3755|2858|1304|1183|1894|110,3852|1934|2513|3503|1865|1652|1308|303|3835|773,M,35,14,06880,Some Like It Hot (1959),Comedy|Crime,1
5405,910,5,994011499,1.0,2369|913|1959|2906|3185|1204|924|1942|1206|909,848|407|2525|2162|2140|3791|612|3474|1556|2031,F,50,7,12866,Some Like It Hot (1959),Comedy|Crime,1
23,2643,1,993707035,1.0,911|1258|1204|1222|1958|2712|3052|3740|2148|2617,199|3515|2712|3634|3116|304|3636|2553|87|496,M,35,0,90049,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,0
689,2643,1,975585153,1.0,1374|1376|2454|1580|3927|2699|2311|2641|329|1371,1455|2287|2589|2761|1703|2267|3240|3862|2618|1741,F,50,0,48103,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,0
2809,2643,2,993252205,1.0,3526|910|3471|1954|3911|3358|587|2409|435|2410,187|1398|193|2507|3857|678|171|3790|2120|1058,M,25,7,10016,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,0
3761,2643,3,966093870,1.0,1610|3418|3578|592|2194|555|3811|1224|3699|1129,976|1289|2055|1695|3126|661|3380|1149|950|198,M,25,17,27613,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,0
3951,2643,2,965680085,1.0,3699|380|1377|1031|2143|329|2054|3755|2405|552,1424|1054|2058|1581|2535|2194|3775|1526|877|1770,F,18,4,60014,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,0
4183,2643,1,965333098,1.0,6|474|592|2406|1370|165|507|1378|1101|2722,2821|491|829|2479|3846|1373|1993|1247|1295|3462,M,25,1,91730,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,0
4210,2643,1,965320290,1.0,2140|2985|3033|610|2311|2021|3770|2105|2288|2615,3352|3118|3941|3090|2704|1779|3271|3916|1987|349,M,25,17,85710,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,0
4247,2643,3,965309511,1.0,2640|2011|1917|1375|1205|2393|3269|2034|1320|2038,537|3170|563|3348|1983|3151|2793|395|2139|3697,M,25,4,82601,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,0
5220,2643,2,961553275,1.0,2915|1663|1321|1081|2474|2734|3395|2133|3550|2513,3498|1899|2446|1191|3514|365|3946|1457|3254|3867,M,25,7,91436,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,0
25,3798,2,978386265,1.0,150|1610|1704|546|688|2324|1639|2541|3174|3745,3364|870|3514|3045|2773|3615|2463|1382|3666|2626,M,18,4,01609,What Lies Beneath (2000),Thriller,0
160,3798,3,1016381272,1.0,260|1396|1282|2858|480|1286|3408|3916|3598,1135|3643|3023|3708|662|777|1034|2941|24,M,35,7,13021,What Lies Beneath (2000),Thriller,0
886,3798,2,975256552,1.0,3328|3751|3598|3317|3185|3556|3510|3594|3320|3618,1938|1615|2237|1857|2160|586|3302|3114|3747|492,F,56,0,14830,What Lies Beneath (2000),Thriller,0
903,3798,3,975212564,1.0,3408|2861|3578|913|785|3219|2490|3753|3081|2762,2822|2126|1781|3151|2871|1372|2573|3528|3264|2469,M,56,13,75165,What Lies Beneath (2000),Thriller,0
1809,3798,4,974699368,1.0,2716|2580|2690|2734|3300|2686|2396|2700|2762|3176,1058|2406|754|3724|682|2290|952|3060|3789|3113,F,25,14,12189,What Lies Beneath (2000),Thriller,1
2057,3798,4,987257196,1.0,3510|2318|2333|2580|1959|2395|2762|2070|2763|2987,607|1054|2548|2503|1057|1167|972|3001|665|494,M,35,1,49417,What Lies Beneath (2000),Thriller,1
2973,3798,4,971061389,1.0,3174|3623|2310|2394|24|1513|2395|2700|2762|2987,1342|2198|2433|3185|2087|2547|2226|3731|1359|3156,F,18,4,48108,What Lies Beneath (2000),Thriller,1
3235,3798,4,968360346,1.0,2724|2840|2841|2396|2700|2762|3157|3176|2987|3793,3308|1351|2525|703|1722|773|2998|1522|2433|1905,M,18,4,87801,What Lies Beneath (2000),Thriller,1
3343,3798,4,967779963,1.0,2997|357|2671|2378|2144|318|3743|3861|3752|3617,2008|625|1685|356|2362|342|3276|1926|2425|360,F,18,4,79912,What Lies Beneath (2000),Thriller,1
4135,3798,5,965358907,1.0,3617|3821|3052|2694|3354|3300|2762|3755|3767|3782,1310|1419|524|1217|953|3243|1805|3045|3827|3067,M,1,10,46321,What Lies Beneath (2000),Thriller,1
4779,3798,4,967993910,1.0,1086|3363|162|1293|2067|1960|3873|3836|3809|3812,928|3032|1378|44|2098|882|1516|2707|639|31,M,45,3,04011,What Lies Beneath (2000),Thriller,1
5234,3798,1,965144072,1.0,2108|1895|937|3108|2080|1273|3210|2759|3788|3836,1503|2968|3571|3595|2323|2206|3433|96|37|1598,F,25,0,60657,What Lies Beneath (2000),Thriller,0
26,2683,1,978385333,1.0,1876|16|3614|45|3686|605|361|1457|2262|1784,3663|2278|2270|1291|2056|3030|1370|600|3119|3687,M,25,7,23112,Austin Powers: The Spy Who Shagged Me (1999),Comedy,0
359,2683,4,976317565,1.0,3033|1527|2985|2046|2528|1909|3770|2188|2706|2858,3825|55|3903|3561|2376|135|270|3647|3289|2989,M,25,17,55128,Austin Powers: The Spy Who Shagged Me (1999),Comedy,1
1001,2683,2,1028605534,1.0,1483|1545|1282|3514|3854|2609|2769|3902|3317|953,596|2322|3095|1620|278|2053|1082|660|352|1062,M,25,4,90210,Austin Powers: The Spy Who Shagged Me (1999),Comedy,0
1172,2683,3,975641282,1.0,2108|497|2502|932|1569|252|691|1573|185|3160,1265|1951|1602|3779|1260|1052|1272|715|3347|50,F,25,0,61801,Austin Powers: The Spy Who Shagged Me (1999),Comedy,0
2327,2683,4,974433199,1.0,2571|1676|671|780|1909|1917|2959|3409|3273|1127,2173|3772|2125|690|3662|3922|3062|3779|360|2342,M,18,10,48169,Austin Powers: The Spy Who Shagged Me (1999),Comedy,1
2592,2683,3,974058659,1.0,780|2662|1925|2941|3066|2669|266|3836|3643|3585,2389|2257|891|2013|1494|1284|3008|3552|2555|2565,M,50,7,80004-4448,Austin Powers: The Spy Who Shagged Me (1999),Comedy,0
2855,2683,5,972506806,1.0,296|1213|2858|1148|1233|593|608|162|2706|2997,760|3398|3868|605|1205|546|187|2382|3117|788,M,25,4,94102,Austin Powers: The Spy Who Shagged Me (1999),Comedy,1
3866,2683,3,1020184266,1.0,3445|2917|3871|1230|912|919|3836|1203|1233|2858,367|1043|3690|1407|1463|3086|1019|2923|2458|2680,M,45,14,63130,Austin Powers: The Spy Who Shagged Me (1999),Comedy,0
3904,2683,5,965767269,1.0,1321|1753|1025|2005|1205|2841|2058|520|3617|3717,1124|1644|2436|1166|1897|2809|564|3610|1613|2861,M,1,10,48445,Austin Powers: The Spy Who Shagged Me (1999),Comedy,1
5662,2683,5,958934029,1.0,1777|3052|1265|1747|367|1784|2502|588|216|2860,2256|3767|3216|2867|1878|764|1822|3626|1215|1185,M,1,10,07960,Austin Powers: The Spy Who Shagged Me (1999),Comedy,1
5705,2683,5,958547566,1.0,1405|1207|2797|1258|2664|1407|1028|904|994|1517,1084|2943|3203|3603|3171|1253|2197|44|668|1054,F,18,4,90024,Austin Powers: The Spy Who Shagged Me (1999),Comedy,1
5914,2683,5,957333010,1.0,1089|1953|2917|293|555|866|1729|6|1500|1517,416|2572|1564|906|3527|2001|329|509|3240|1311,M,35,2,91344,Austin Powers: The Spy Who Shagged Me (1999),Comedy,1
27,1204,5,978130092,1.0,1217|3469|908|1207|318|971|926|1254|1262|1198,385|1681|3241|120|997|1933|2660|3338|2722|1780,M,25,11,19130,Lawrence of Arabia (1962),Adventure|War,1
170,1204,5,977173730,1.0,3468|1225|1283|1748|908|2176|2683|2997|2976|919,2914|490|2358|1181|998|3212|617|1768|2744|2556,M,25,11,07002,Lawrence of Arabia (1962),Adventure|War,1
358,1204,3,976318091,1.0,549|1111|3871|1019|2987|1250|3196|527|3746|920,3334|3339|3133|3775|3031|602|966|2567|3665|3543,F,56,1,20815,Lawrence of Arabia (1962),Adventure|War,0
946,1204,5,975155857,1.0,1289|1797|919|858|1221|3435|1251|904|260|1219,2608|545|1420|2505|1199|790|3259|3|3332|3788,M,35,7,48103-8929,Lawrence of Arabia (1962),Adventure|War,1
3098,1204,4,970093056,1.0,2221|3239|3301|50|1617|3265|296|2858|1213|2762,758|3774|784|1815|1463|2683|55|208|2627|2085,M,25,4,55112,Lawrence of Arabia (1962),Adventure|War,1
3426,1204,5,967353338,1.0,318|1245|1197|1254|3871|2019|3265|527|1221|923,20|818|1635|3215|17|2938|389|183|402|1267,M,25,20,90046,Lawrence of Arabia (1962),Adventure|War,1
4317,1204,5,965253904,1.0,1580|1215|2872|2174|2968|1073|3479|2021|3133|2848,3582|2721|826|1436|3358|3033|3324|2268|3359|3484,F,35,14,60202,Lawrence of Arabia (1962),Adventure|War,1
4823,1204,5,1028611297,1.0,3296|2857|1950|363|1233|2320|2551|2333|1251|1244,605|502|709|1095|2883|1006|3032|2258|1537|2856,M,18,4,46219,Lawrence of Arabia (1962),Adventure|War,1
28,2132,5,978985335,1.0,906|2947|1660|2858|551|3793|2657|916|527|912,3401|4|2415|1292|800|244|605|2046|2151|2496,F,25,1,14607,Who's Afraid of Virginia Woolf? (1966),Drama,1
1374,2132,5,974877401,1.0,1945|1250|1103|3504|2609|1185|1193|1041|1233|3006,836|1871|568|2311|865|3943|1989|2285|2148|2337,M,50,1,91403,Who's Afraid of Virginia Woolf? (1966),Drama,1
3978,2132,5,965635918,1.0,1213|904|1212|1267|2186|2160|2202|3634|1193|2862,3549|3006|3126|2394|2665|241|707|1938|2249|2967,M,35,13,78252,Who's Afraid of Virginia Woolf? (1966),Drama,1
5450,2132,5,1019516185,1.0,509|1643|1962|3812|705|3000|2021|3067|914|932,2078|636|2454|3433|1754|2704|1092|1928|3120|3669,M,18,12,02143,Who's Afraid of Virginia Woolf? (1966),Drama,1
29,2550,3,978136554,1.0,2993|2406|2527|610|2115|3639|2403|733|3836|3633,1739|2662|1905|3661|2551|2295|49|2602|827|2956,M,35,7,33407,"Haunting, The (1963)",Horror|Thriller,0
33,2746,2,978985788,1.0,586|36|1834|2640|3507|2109|2993|2554|1729|1339,3154|2737|3390|3799|3251|2185|344|161|2531|1772,M,45,3,55421,Little Shop of Horrors (1986),Comedy|Horror|Musical,0
4177,2746,5,965338221,1.0,3576|3476|1994|2716|1407|2097|2455|2459|1347|2003,564|1652|2972|1092|650|3497|1293|2855|1517|2852,M,35,17,90680,Little Shop of Horrors (1986),Comedy|Horror|Musical,1
5169,2746,1,961894105,1.0,3505|1307|2918|3101|3412|1124|2407|3070|3649|3552,3246|152|1263|2527|1188|1504|284|2288|2098|1839,F,50,4,53562,Little Shop of Horrors (1986),Comedy|Horror|Musical,0
35,1162,3,978210919,1.0,1210|838|2100|2171|1733|708|2385|3703|910|3088,746|2368|439|1002|2436|1022|2074|1116|1207|949,M,45,1,02482,"Ruling Class, The (1972)",Comedy,0
193,1162,3,1035343533,1.0,952|1127|1031|3396|357|39|1172|1914|1885|2208,3696|1556|3483|3408|1769|383|823|3855|1440|3262,F,45,15,44106,"Ruling Class, The (1972)",Comedy,0
4348,1162,5,965485145,1.0,3081|3147|2976|2889|3155|3301|2890|3091|3477|3811,2274|2789|100|1901|11|1371|3635|2499|1129|3588,M,45,0,30189,"Ruling Class, The (1972)",Comedy,1
36,3639,4,1040545125,1.0,2269|1701|3786|2369|3174|296|247|1266|595|1295,435|2174|3124|2360|3278|3568|672|2704|3419|219,M,25,3,94123,"Man with the Golden Gun, The (1974)",Action,1
4626,3639,2,964118713,1.0,2370|3701|3471|1208|1082|2109|1371|1387|2524|2403,1880|294|2238|1323|2515|1064|2666|3640|1038|167,M,25,14,97219,"Man with the Golden Gun, The (1974)",Action,0
5715,3639,2,958614885,1.0,1252|1617|541|913|1748|3479|592|940|3265|1304,1789|250|3610|2149|1293|1994|2036|3897|312|2014,M,18,4,90024,"Man with the Golden Gun, The (1974)",Action,0
6016,3639,2,995664224,1.0,3456|3245|3129|3894|930|1639|3685|3834|339|2875,2652|2624|1941|3300|3951|653|1546|3519|2402|2203,M,45,1,37209,"Man with the Golden Gun, The (1974)",Action,0
37,1088,5,978057358,1.0,361|708|1569|236|1457|252|1101|587|597|1380,2161|2515|529|3100|1041|2352|3332|52|508|2753,F,25,9,66212,Dirty Dancing (1987),Musical|Romance,1
834,1088,5,975363478,1.0,3699|380|1286|3528|509|2424|3684|2006|3269|1569,1713|527|1159|2014|3581|366|1372|2394|1002|2208,F,35,12,78640,Dirty Dancing (1987),Musical|Romance,1
1835,1088,4,974882489,1.0,595|1947|1028|364|1298|1035|2971|661|3142|1380,3460|2766|2414|1541|1914|2735|342|2866|3394|443,M,25,19,11501,Dirty Dancing (1987),Musical|Romance,1
2102,1088,1,974657391,1.0,3868|1097|3360|3505|2716|1958|2795|1302|3101|2420,2506|189|43|3185|3127|3431|2015|1927|551|3123,M,25,11,48825,Dirty Dancing (1987),Musical|Romance,0
2170,1088,4,974612503,1.0,2117|2114|2757|2240|2469|2985|1286|2455|2470|2474,923|2634|1926|336|1287|2926|518|3683|3097|2330,F,50,16,99114,Dirty Dancing (1987),Musical|Romance,1
2339,1088,5,974422164,1.0,3922|356|539|1569|587|1183|1393|933|2424|1101,1707|3135|2821|2681|2981|3813|3055|582|3025|3236,F,56,3,52003,Dirty Dancing (1987),Musical|Romance,1
2497,1088,5,974091466,1.0,2020|440|1008|2110|1246|1263|2871|2369|1086|3543,279|3576|1588|337|59|360|1044|1685|773|2721,F,50,14,37922,Dirty Dancing (1987),Musical|Romance,1
2628,1088,3,973628906,1.0,2023|1701|381|1600|94|140|1234|3422|1210|2100,1442|1629|1706|2751|231|479|3616|2605|3637|476,F,25,2,11217,Dirty Dancing (1987),Musical|Romance,0
3088,1088,3,969747971,1.0,2804|1956|1225|1961|2797|1307|1172|1197|2406|3699,843|1196|839|2526|167|2141|2483|811|2806|2045,F,25,4,87110,Dirty Dancing (1987),Musical|Romance,0
39,86,4,978044402,1.0,3623|3753|24|2692|2395|2396|2700|3114|2763|3793,793|219|3621|84|1356|89|1969|2344|3863|1894,M,18,4,61820,White Squall (1996),Adventure|Drama,1
354,86,5,976324280,1.0,3219|2502|3753|2598|2013|2686|2762|3157|2070|3793,898|2163|3874|1385|3217|3480|1441|1925|651|2011,M,35,1,55117,White Squall (1996),Adventure|Drama,1
945,86,4,975164869,1.0,3408|608|2005|3098|3360|2706|3005|2629|3753|2762,3891|2913|781|1012|1372|3372|794|2443|3740|2777,M,45,7,49345,White Squall (1996),Adventure|Drama,1
1572,86,4,974739543,1.0,3203|3238|2605|3408|2688|3219|3753|2841|3176|3798,3039|3146|2683|642|2710|835|2837|2876|2337|263,F,25,3,02155,White Squall (1996),Adventure|Drama,1
2261,86,3,974585378,1.0,2490|2396|2762|2841|3185|2700|2702|3114|3176|2987,2130|3163|1175|1455|3803|384|3711|1538|1110|564,M,25,5,33025,White Squall (1996),Adventure|Drama,0
2548,86,4,974036582,1.0,2716|3623|1959|2013|3219|2762|3157|3114|3176|2763,2444|2216|2723|3778|1781|1868|3608|1692|3811|2942,F,35,6,37919,White Squall (1996),Adventure|Drama,1
2633,86,3,973613137,1.0,2716|2580|2761|3606|1513|2762|2693|3114|2763|2987,1377|3779|2173|2360|3547|2169|1756|2366|3384|2541,F,35,9,07728,White Squall (1996),Adventure|Drama,0
